"empresa"	"titulo_reclamacao"	"status_reclamacao"	"local_reclamacao"	"tempo_reclamacao"	"minutos"
"Carrefour -  Loja Online"	"Entrega atrasada e sem satisfação ao cliente"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto Não Entregue / Pedido de cancelamento não atendido"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"DEMORA NA APROVAÇAO COMPRA ON LINE NO CARTAO"	"Não Resolvido"	"Londrina"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto Violado-Produto devolvido-Valores não estornado"	"Não Resolvido"	"Betim"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Carrefour não entrega o pedido realizado no site"	"Não Resolvido"	"Curitiba"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PROPAGANDA ENGANOSA NO SITE CARREFOUR"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso do valor da compra por produto indisponível"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Troca de produto"	"Resolvido"	"Bauru"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PEDIDO ENVIADO PELA METADE E NÃO ME DÃO SOLUÇÃO"	"Resolvido"	"São Bernardo do Campo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Pagamento pendente para poder aumentar o preço"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"CARREFOUR - LOJA ONLINE"	"Resolvido"	"Itajaí"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Aguardando o estorno do pagamento"	"Resolvido"	"Cajuru"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"CARREFOUR, UMA EMPRESA DE MERDA"	"Não Resolvido"	"Petrópolis"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Atraso na entrega"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Pouco caso em resolver problemas"	"Resolvido"	"São Bernardo do Campo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"NÃO COMPRE NO CARREFOUR, SE CANCELAR ELES NÂO DEVOLVEM SEU DINHEIRO"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Dinheiro não foi devolvido"	"Não Resolvido"	"Anápolis"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"demora"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebi o refrigerador"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Código reverso de postagem com nome incorreto"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"POSSÍVEL [editado_RA]!"	"Não Resolvido"	"Niterói"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto não chegou."	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PREÇO A MAIS DO QUE ESTA NO SITE."	"Resolvido"	"Governador Valadares"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Site Carrefour enganação"	"Resolvido"	"Presidente Prudente"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Cancelamento da compra"	"Não Resolvido"	"Nova Iguaçu"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Compra cancelada por motivo não plausível"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega de mercadoria"	"Resolvido"	"Florianópolis"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega atrasada - site sem qualquer previsão"	"Não Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Dois meses esperando meu estorno."	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso zero desde dezembro-20"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Decepcionada com o Carrefour"	"Resolvido"	"Diadema"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Carrefour - Atraso na Entrega - Péssimo atendimento ao Cliente"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"NÃO COMPREM DE PARCEIROS DO CARREFOUR. AGEM DE[editado_RA]COM O CONSUMIDOR"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Falta de comprometimento com o cliente (o ela mais importante de [editado_RA])"	"Resolvido"	"São Bernardo do Campo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Fiz uma compra e não recebi!"	"Resolvido"	"Palmas"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"não entregam a cama e não dão solução nem justificativa"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Até hoje não recebi o valor devolvido"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso não realizado"	"Resolvido"	"Contagem"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Dificuldade para troca de produto"	"Não Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não entrega produto"	"Resolvido"	"Oliveira"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Primeira compra no Carrefour não foi muito boa"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"COMPREI PELO SITE NAO RECEBI O PRODUTO E NEM O ESTORNO"	"Não Resolvido"	"Araguari"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Cobrança indevida de compra não finalizada"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Garantia Estendida não Entregue"	"Não Resolvido"	"João Pessoa"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Atraso na entrega"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto não entregue"	"Não Resolvido"	"Jacutinga"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PRANCHA DA ESTEIRA ELÉTRICA QUEBROU NO MEIO, COM 2 MESES DE USO!!"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"NÃO reembolsam um produto que NÃO foi entregue"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"estou indignada *"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Transporte quebrada e não resolvem"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega incompleta e nota fiscal errada"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Descaso com o consumidor"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não entregam tudo, não avisam e não nos atendem!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Desrespespeito com os clientes, não entregaram meu smartfone, tem quase 20 dias que comprei"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Falta de respeito com o consumidor - não entrega do produto!!"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não entregam e Não existe reembolso!!!"	"Resolvido"	"Itaúna"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Impossivel cancelar pedido pelo site ou mudar o endereço de entrega."	"Resolvido"	"Campo Formoso"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebi o produto e não estornaram o valor no cartão de crédito"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"comprei 2 celulares me entregaram 2 caixas de som jbl go"	"Não Resolvido"	"Poté"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto não entregue e não recebo meu dinheiro de volta!"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Carrefour não cumpre prazo de entrega"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"comprei uma furadeira, paguei e não recebi"	"Resolvido"	"Embu"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Péssimo atendimento ao consumidor"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"ENTREGA NAO REALIZADA"	"Resolvido"	"Duque de Caxias"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto não entregue na data"	"Resolvido"	"Guarulhos"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso com mais de 40 dias de atraso"	"Resolvido"	"Novo Progresso"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Demora de mais de 21 dias para efetuarem uma troca de produto errado"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"[editado_RA]"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Tentando devolver um produto e não consigo!"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Atraso entrega de pedido"	"Resolvido"	"Jundiaí"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não entregam a garantia estendida"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Troca"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Comprei, foi cancelado e não recebi o dinheiro de volta"	"Resolvido"	"Jaraguá do Sul"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"MERCADORIA NAO CHEGA"	"Não Resolvido"	"Curvelo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Comprei e não entregaram - Não dão a mínima importância ao consumidor. Total descaso!!!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebi o produto, foi devolvido ao Carrefour, e não querem fazer o estorno."	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega"	"Resolvido"	"Barbacena"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Devolução do valor pago por motivo de devolução do produto"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Estou a 2 meses aguardando o estorno do meu dinheiro!"	"Resolvido"	"São João de Meriti"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso da Garantia estendida"	"Não Resolvido"	"Curitiba"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega"	"Não Resolvido"	"Cuiabá"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Preço muda ao inserir produto no carrinho"	"Não Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Fui retirar os pneus na loja carrefour e vi que a medida estava errada, dai requente o cancelamento do pedido."	"Resolvido"	"Patrocínio"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Estorno"	"Resolvido"	"Santo André"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PRODUTO NÃO RECEBIDO"	"Resolvido"	"Itapevi"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Pesadelo para devolver um produto avariado"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Grupo Carrefour [editado_RA]"	"Resolvido"	"Jaú"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Nota Fiscal errada e autorizada não recebe para conserto por isso"	"Resolvido"	"Guarujá"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PREÇO ALTERADO NO PEDIDO"	"Não Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"CELULAR PAGO E NÃO ENTREGUE"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto ou dinheiro de volta"	"Resolvido"	"Mário Campos"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Compra não entregue e valor não estornado"	"Resolvido"	"Recife"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Serviço precário"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Devolvam meu dinheiro Logo!!!"	"Resolvido"	"Barueri"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Falta de compromisso e falsas promessaa"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebi o estorno no cartão de crédito da devolução"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Decepcionada com a compra/entrega"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto não entregue em minha casa, ligo e eles ficam dando prazo pra resolver"	"Resolvido"	"Itajaí"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Descaso, carrefour não responde seller, não responde protocolos"	"Resolvido"	"Candói"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Compra cancelada e valor não pago"	"Resolvido"	"Ferraz de Vasconcelos"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PRODUTO DEVOLVIDO COM AUTORIZACAO MAS NAO DEVOLVEM O DINHEIRO"	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Troca com posterior devolução"	"Não Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Atraso na Entrega"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Demora no estorno e divergências de informações"	"Resolvido"	"Juiz de Fora"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"TV estragada"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Depois de três meses vieram pegar o produto que me entregaram erra e até agora não me entregaram o que eu comprei, o setor de troca é uma bagunça."	"Não Resolvido"	"São Gonçalo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Cancelamento de compra não finalizado"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não cancelam meu pedido e não faz o reembolso"	"Resolvido"	"Itapicuru"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso"	"Resolvido"	"Bálsamo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Falta de respeito"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Site s/ opção de troca da forma de pgto. Pedido cancelado e nenhuma alternativa com o carrefour."	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Informação errada dada pelo SAC"	"Resolvido"	"Brotas"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Estorno de valores"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Estorno errado"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Fiz o cancelamento e me enviaram o produto mesmo assim ."	"Não Resolvido"	"Guarulhos"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Comprei faz 5 meses , paguei no boleto e até hoje não recebi."	"Não Resolvido"	"Recife"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebi o produto comprado"	"Resolvido"	"Florianópolis"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Prazo de entrega alterado com o do site"	"Resolvido"	"Florianópolis"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Reembolso não efetuado!"	"Resolvido"	"Gravataí"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Descaso com o consumidor"	"Resolvido"	"Nova Trento"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"CARREFOUR - Minha pior experiência de compra"	"Resolvido"	"Rio do Sul"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"devolução meu dinheiro"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebi o meu estorno"	"Não Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"TOTAL DESCASO COM O CLIENTE EM SITUAÇÃO CRÍTICA"	"Resolvido"	"Juiz de Fora"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entregas do Carrefour"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Cancelar Compra"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"CARREFOUR QUERO MINHA NOTA FISCAL"	"Resolvido"	"Recife"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Atendimento ao consumidor no Carrefour Online não funciona"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Compra de Celular não entregue à mais de 60 dias. Reclamação não resolvida."	"Resolvido"	"São Bernardo do Campo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Atraso na entrega"	"Resolvido"	"Jacareí"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Dificuldade no reembolso de venda cancelada pelo vendedor"	"Resolvido"	"Pelotas"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebi até hoje meu dinheiro de volta"	"Não Resolvido"	"Londrina"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Venda no site não chegou e ninguém atende"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Comprei e não recebi"	"Não Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não efetuam reembolso de compra cancelada"	"Resolvido"	"Barueri"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"DESRESPEITO E FALTA DE COMUNICAÇÃO COM O CLIENTE"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"PEDIDO NÃO RECEBIDO"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Atraso na entrega"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não recebido estorno há 4 meses !!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Estão me cobrando por um produto que já foi devolvido."	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Querem problema? COMPREM NO CARREFOUR"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega não efetuada"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Quero meu reembolso"	"Não Resolvido"	"Cristália"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"decepcionada e insatisfeita com a loja"	"Resolvido"	"Mauá da Serra"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não devolveram o meu dinheiro"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não devolução do dinheiro da compra"	"Resolvido"	"Goioerê"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"A passos lentos"	"Resolvido"	"São Gonçalo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Falta de consideração"	"Não Resolvido"	"Florianópolis"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Mandam produto diferente do solicitado"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"VENDEM, RECEBEM E NAO ENTREGAM O PRODUTO!!!!"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"EDELMARIO GOMES BRAGA Neto"	"Resolvido"	"Casa Nova"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"COMPRA NÃO ENTREGUE"	"Resolvido"	"Recife"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega em atraso"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Produto Totalmente errado e demora para atendimento"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Entrega atrasada, chat sem informação"	"Resolvido"	"Guarulhos"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Não cumpriu prazo de entrega"	"Resolvido"	"Mauá"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Compra de supermercado não entregue e sem previsão nem atualização de status"	"Resolvido"	"Campinas"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Pedido cancelado indevidamente."	"Não Resolvido"	"São Paulo"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Demora no Reembolso"	"Resolvido"	"São Paulo"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Carrefour não faz o estorno depois de devolvido o produto"	"Resolvido"	"Franca"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Comprei, paguei e não recebi."	"Resolvido"	"naoconsta"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Compra cancelada mas estorno não aconteceu"	"Resolvido"	"Belo Horizonte"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"CARREFOUR não responde os canais de reclamação"	"Resolvido"	"São Paulo"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"PÉSSIMO ATENDIMENTO."	"Não Resolvido"	"Recife"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Compra feita no site não entregue e valor não estornado."	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Devolução de dinheiro"	"Resolvido"	"São José dos Pinhais"	"Há 1 mês"	43200
"Carrefour -  Loja Online"	"Falta de Comprometimento com o prazo de entrega"	"Resolvido"	"São Paulo"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"PENSA NUM TRECO RUIN"	"Não Resolvido"	"São José dos Campos"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Atraso na entrega"	"Resolvido"	"Salto"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Compra não entregue no prazo e sem previsão de entrega"	"Resolvido"	"São Paulo"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Propaganda enganosa"	"Resolvido"	"Cambé"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Cobraram 2 quilos de feijão carioca e não entregaram os produtos!"	"Resolvido"	"São Paulo"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"ESTORNO VINDO DE JEGUE"	"Resolvido"	"Bastos"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Entrega atrazada"	"Resolvido"	"Santos"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Não recebi o produto"	"Resolvido"	"Guarulhos"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"devoluçao do estorno"	"Não Resolvido"	"Gravataí"	"Há 25 dias"	36000
"Carrefour -  Loja Online"	"Fogão Defeituoso"	"Resolvido"	"Rio de Janeiro"	"Há 24 dias"	34560
"Carrefour -  Loja Online"	"Pedido atrasado"	"Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Carrefour -  Loja Online"	"entrega não efetuada"	"Resolvido"	"São Bernardo do Campo"	"Há 24 dias"	34560
"Carrefour -  Loja Online"	"Paguei entrega e não recebi"	"Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Carrefour -  Loja Online"	"PRAZO DE ENTREGA NÃO REALIZADA"	"Resolvido"	"Taboão da Serra"	"Há 24 dias"	34560
"Carrefour -  Loja Online"	"Produto não entregue"	"Não Resolvido"	"Uberlândia"	"Há 24 dias"	34560
"Carrefour -  Loja Online"	"Não fazem a devolução do meu valor pago"	"Resolvido"	"Belo Horizonte"	"Há 24 dias"	34560
